indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y020_024,70,251,235.12314265479725,0.12327510344705377,0.02203059224181978,0.08617239566231429,0.17332294573560722
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y025_029,68,216,201.89381319616217,0.9492493416855968,0.015029824607613542,0.9102972744138877,0.971810842612082
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y025_029,68,218,203.86565831881344,0.8310376350517877,0.02656702483900655,0.7724442203698737,0.8769472551020523
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y025_029,68,218,203.86565831881344,0.4961271964274478,0.040081945851936154,0.4183021689017645,0.5741403411857208
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y025_029,68,218,203.86565831881344,0.33491043862434,0.033545407435684814,0.27264806051695945,0.40350343734910527
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y025_029,68,218,203.86565831881344,0.33491043862434,0.033545407435684814,0.27264806051695945,0.40350343734910527
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y025_029,68,218,203.86565831881344,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y025_029,68,218,203.86565831881344,0.10297330704335803,0.02066806860268496,0.06893502625783393,0.15109134669362423
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_024,66,537,480.103223405799,0.6813924928346983,0.031691691636761464,0.6163451590460107,0.7400624611054594
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_024,66,537,480.103223405799,0.6226752067428555,0.03226721284650736,0.5576783439489374,0.6835408837188404
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_024,66,537,480.103223405799,0.21001791188316765,0.020916888226216405,0.17194330973329744,0.2539380860548221
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_024,66,537,480.103223405799,0.4126572948596879,0.029148855271534366,0.35693165033728924,0.4707147239786462
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_024,66,537,480.103223405799,0.4126572948596879,0.029148855271534366,0.35693165033728924,0.4707147239786462
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_024,66,537,480.103223405799,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_024,66,535,478.43792241030883,0.10748105038498398,0.015634219490544235,0.08045635578540562,0.14217959552886822
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_019,65,304,273.4281839212305,0.4854634104833307,0.04312642882084095,0.4021406162105083,0.5696021852288828
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_019,65,304,273.4281839212305,0.41987828209258077,0.04224890090056861,0.34001492374585046,0.5041702939212193
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_019,65,304,273.4281839212305,0.08474755336614731,0.016443353549010057,0.05759374595542439,0.12303225762327494
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_019,65,304,273.4281839212305,0.33513072872643346,0.0401613250510385,0.2614706481117506,0.4178025549345947
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_019,65,304,273.4281839212305,0.33513072872643346,0.0401613250510385,0.2614706481117506,0.4178025549345947
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_019,65,304,273.4281839212305,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y015_019,64,303,272.7634683878758,0.06584954918880409,0.017154884792118987,0.03920861952689681,0.1085470287545182
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y020_024,65,233,206.67579284849984,0.9412597047928286,0.017911950522353903,0.8946490708034481,0.9679862286276744
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y020_024,65,233,206.67579284849984,0.8916514647342058,0.021458986055603525,0.8418917533305055,0.9271067505603258
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y020_024,65,233,206.67579284849984,0.3761681251038559,0.03578647816752601,0.3090127309787838,0.44844623905497094
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y020_024,65,233,206.67579284849984,0.5154833396303499,0.034823633187592816,0.4473654395790176,0.5830307585343286
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y020_024,65,233,206.67579284849984,0.5154833396303499,0.034823633187592816,0.4473654395790176,0.5830307585343286
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y020_024,65,233,206.67579284849984,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y020_024,65,232,205.67585935919524,0.1628834815675173,0.026701038602071094,0.11704295848754906,0.2221603792915955
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y025_029,59,146,126.24809486382101,0.9921019042365562,0.007893887356332377,0.9457661247072359,0.9988960087833972
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y025_029,59,148,128.09750165248317,0.9064088454338455,0.022543748592466484,0.8519151428468853,0.9422097440290785
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y025_029,59,148,128.09750165248317,0.6131427750844065,0.04362929101437363,0.5249879014678559,0.6944590328873836
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y025_029,59,148,128.09750165248317,0.293266070349439,0.03935326299015499,0.22240288322131962,0.3757962045068717
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y025_029,59,148,128.09750165248317,0.293266070349439,0.03935326299015499,0.22240288322131962,0.3757962045068717
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_2,Lubombo,all,female,Y025_029,59,148,128.09750165248317,0,0,,
