indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
sex12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_024,2,17,16.502025591112822,0.8485941941639475,0.07562970195977473,0.6387410498479897,0.9467143673890663
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_024,2,17,16.502025591112822,0.39065752070404425,0.06368817007138927,0.27509324034929,0.5199480404355806
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_024,2,17,16.502025591112822,0.45793667345990324,0.139317872031164,0.219485162366178,0.7173521860333827
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_024,2,17,16.502025591112822,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_024,2,17,16.502025591112822,0.3476643801760111,0.015922042517847304,0.3171455990039351,0.3794878750602587
eversex,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_019,2,6,5.891826232119539,0.823233835945345,0.029061941711535273,0.7589599495653452,0.8732316167478541
sex12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_019,2,6,5.891826232119539,0.7070646562186201,0.11624776684614088,0.44550411413580304,0.8788083113168103
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_019,2,6,5.891826232119539,0.17676616405465503,0.029061941711535227,0.1267683832521461,0.2410400504346547
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_019,2,6,5.891826232119539,0.5302984921639651,0.0871858251346057,0.36246048009958903,0.6915522173027234
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_019,2,6,5.891826232119539,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_019,2,6,5.891826232119539,0.29293534378138,0.11624776684614095,0.12119168868318968,0.5544958858641972
eversex,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y020_024,2,11,10.622977843423172,1,0,,
sex12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y020_024,2,11,10.622977843423172,0.9317470865640031,0.07022384867750911,0.610534880687645,0.9916583819251177
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y020_024,2,11,10.622977843423172,0.5163251744177104,0.09028780544251173,0.34450662642672775,0.6843688416582552
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y020_024,2,11,10.622977843423172,0.4154219121462927,0.16051165412002083,0.16286661110602155,0.7218908874118056
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y020_024,2,11,10.622977843423172,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y020_024,2,11,10.622977843423172,0.37981934754571645,0.05015989191250655,0.28747610792769474,0.4817689723005445
eversex,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y025_029,2,14,13.526116645099329,1,0,,
sex12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y025_029,2,15,14.5167654581892,0.924732554141018,0.026345844944012726,0.8540307635493464,0.9626854134163343
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y025_029,2,15,14.5167654581892,0.6752674458589821,0.026345844944012688,0.6216657315225005,0.7246387463139528
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y025_029,2,15,14.5167654581892,0.24946510828203589,0.05269168988802544,0.1606973798892918,0.3658909046053426
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y025_029,2,15,14.5167654581892,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y025_029,2,15,14.5167654581892,0.27526744585898205,0.02634584494401272,0.22672493549005113,0.32977081668296593
eversex,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_024,6,69,65.52611071585511,0.7168785864197177,0.05502160386848519,0.598135484466668,0.8115875826462489
sex12m,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_024,6,69,65.52611071585511,0.6554731498959677,0.061713336066934334,0.5268677820984611,0.7647312306024464
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_024,6,69,65.52611071585511,0.45630686932437337,0.06431427865170516,0.3355220271931287,0.5824587985021983
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_077,Kyegegwa,all,female,Y015_024,6,69,65.52611071585511,0.18924461523241345,0.03524839870926055,0.12952139662037776,0.2680272151921984
